Ref ID,locus,Control,Treated,FPKM_Control,FPKM_U1,log2FC U1 Vs C,test_stat,p_value,q_value,Gene Symbol
NM_000438,chr2:222199886-222305217,NHHW161152,U1,1.68853,2.7207,0.688,4.459,0.000,0.000,PAX3
NM_000443,chr7:87402044-87475703,NHHW161152,U1,1.27515,0,0.000,0.000,0.000,0.000,ABCB4
NM_000444,chrX:22032443-23293146,NHHW161152,U1,0.010517,0.338595,5.009,4.276,0.039,0.047,PHEX
NM_000445,chr8:143915146-143976745,NHHW161152,U1,49.388,99.4905,1.010,50.168,0.000,0.000,PLEC
NM_000447,chr1:226870571-226896103,NHHW161152,U1,13.4479,2.96768,-2.180,-20.308,0.000,0.000,PSEN2
NM_000449,chr1:151340639-151347891,NHHW161152,U1,8.81126,10.9208,0.310,4.884,0.000,0.000,RFX5
NM_000455,chr19:1205798-1228435,NHHW161152,U1,42.9557,11.7009,-1.876,-43.057,0.000,0.000,STK11
NM_000456,chr12:55997258-56005525,NHHW161152,U1,6.14605,8.50858,0.469,5.391,0.000,0.000,SUOX
NM_000461,chr3:24117153-24500011,NHHW161152,U1,4.9125,4.33263,-0.181,-2.994,0.000,0.000,THRB
NM_000466,chr7:92487022-92528531,NHHW161152,U1,2.12017,3.08254,0.540,5.112,0.000,0.000,PEX1
NM_000474,chr7:19115467-19117672,NHHW161152,U1,69.2644,21.7952,-1.668,-35.192,0.000,0.000,TWIST1
NM_000475,chrX:30304421-30309378,NHHW161152,U1,1.25203,0.18331,-2.772,-5.504,0.000,0.000,NR0B1
NM_000476,chr9:127866479-127879621,NHHW161152,U1,60.4099,29.554,-1.031,-20.920,0.000,0.000,AK1
NM_000478,chr1:21509357-21578412,NHHW161152,U1,0.199635,0.878199,2.137,5.410,0.000,0.000,ALPL
NM_000480,chr11:10450320-10507579,NHHW161152,U1,19.9427,2.60051,-2.939,-38.001,0.000,0.000,AMPD3
NM_000481,chr3:49416777-49429324,NHHW161152,U1,4.77346,12.5515,1.395,19.589,0.000,0.000,AMT
NM_000484,chr21:25880549-26171128,NHHW161152,U1,383.069,284.323,-0.430,-17.046,0.000,0.000,APP
NM_000485,chr16:88809468-88811934,NHHW161152,U1,117.936,202.183,0.778,17.226,0.000,0.000,APRT
NM_000487,chr22:50622753-50628173,NHHW161152,U1,41.7832,12.8496,-1.701,-38.397,0.000,0.000,ARSA
NM_000489,chrX:77504877-77786269,NHHW161152,U1,4.16988,6.65328,0.674,13.715,0.000,0.000,ATRX
NM_000493,chr6:116100835-116245690,NHHW161152,U1,0.482949,10.2448,4.407,21.878,0.000,0.000,COL10A1
NM_000495,chrX:108439843-108697545,NHHW161152,U1,0.497342,22.3478,5.490,40.241,0.000,0.000,COL4A5
NM_000501,chr7:74027788-74069906,NHHW161152,U1,98.8345,3.4788,-4.828,-67.773,0.000,0.000,ELN
NM_000504,chr13:113122798-113149529,NHHW161152,U1,78.6926,118.464,0.590,14.101,0.000,0.000,F10
NM_000512,chr16:88813733-88862686,NHHW161152,U1,28.2173,21.6394,-0.383,-7.099,0.000,0.000,GALNS
NM_000514,chr5:37812676-37839680,NHHW161152,U1,32.3808,0.478005,-6.082,-31.450,0.000,0.000,GDNF
NM_000516,chr20:58818917-58911196,NHHW161152,U1,666.6,361.75,-0.882,-43.950,0.000,0.000,GNAS
NM_000520,chr15:72343434-72378788,NHHW161152,U1,72.1369,29.2062,-1.304,-28.727,0.000,0.000,HEXA
NM_000521,chr5:74627405-74776912,NHHW161152,U1,152.488,98.1459,-0.636,-15.711,0.000,0.000,HEXB
NM_000527,chr19:11089361-11133829,NHHW161152,U1,41.6986,36.3501,-0.198,-5.122,0.000,0.000,LDLR
NM_000528,chr19:12646507-12666777,NHHW161152,U1,56.5728,34.6798,-0.706,-16.328,0.000,0.000,MAN2B1
NM_000532,chr3:136250324-136330171,NHHW161152,U1,12.1292,25.7988,1.089,15.060,0.000,0.000,PCCB
NM_000533,chrX:103776505-103792618,NHHW161152,U1,0.0229507,0.294049,3.679,2.199,0.011,0.014,PLP1
NM_000534,chr2:189770266-189877629,NHHW161152,U1,2.4436,4.87517,0.996,8.881,0.000,0.000,PMS1
NM_000535,chr7:5970925-6009106,NHHW161152,U1,3.78989,5.14795,0.442,5.979,0.000,0.000,PMS2
NM_000543,chr11:6390413-6394998,NHHW161152,U1,117.931,58.1762,-1.019,-27.098,0.000,0.000,SMPD1
NM_000545,chr12:120978567-121016502,NHHW161152,U1,0.305761,0.148383,-1.043,-2.470,0.009,0.011,HNF1A
NM_000548,chr16:2047894-2135898,NHHW161152,U1,22.1275,18.7771,-0.237,-6.007,0.000,0.000,TSC2
NM_000551,chr3:10141634-10153670,NHHW161152,U1,11.8127,9.10826,-0.375,-6.572,0.000,0.000,VHL
NM_000553,chr8:30995801-31173761,NHHW161152,U1,1.28026,2.96491,1.212,11.122,0.000,0.000,WRN
NM_000557,chr20:35433348-35454746,NHHW161152,U1,15.4161,16.6036,0.107,1.634,0.028,0.034,GDF5
NM_000565,chr1:154405192-154469450,NHHW161152,U1,2.37564,4.17138,0.812,8.798,0.000,0.000,IL6R
NM_000574,chr1:207321471-207360966,NHHW161152,U1,14.8789,24.4845,0.719,11.496,0.000,0.000,CD55
NM_000576,chr2:112829759-112836779,NHHW161152,U1,30.0059,0,0.000,0.000,0.000,0.000,IL1B
NM_000581,chr3:49357175-49358358,NHHW161152,U1,1048.1,477.162,-1.135,-30.957,0.000,0.000,GPX1
NM_000582,chr4:87975649-87983411,NHHW161152,U1,0.55928,0.0391184,-3.838,-2.208,0.036,0.044,SPP1
NM_000584,chr4:73740505-73743716,NHHW161152,U1,275.576,0.156822,-10.779,-20.956,0.000,0.000,CXCL8
NM_000585,chr4:141636595-141733987,NHHW161152,U1,3.17916,2.05558,-0.629,-4.239,0.000,0.000,IL15
NM_000591,chr5:140631727-140633701,NHHW161152,U1,3.8913,0.941952,-2.047,-8.745,0.000,0.000,CD14
NM_000593,chr6:32840716-32853971,NHHW161152,U1,26.0858,14.9676,-0.801,-14.281,0.000,0.000,TAP1
NM_000597,chr2:216632827-216664435,NHHW161152,U1,2.73456,125.038,5.515,40.493,0.000,0.000,IGFBP2
NM_000598,chr7:45912244-45921272,NHHW161152,U1,1250.96,106.092,-3.560,-97.925,0.000,0.000,IGFBP3
NM_000600,chr7:22725394-22732002,NHHW161152,U1,143.988,0.192112,-9.550,-15.224,0.000,0.000,IL6
NM_000601,chr7:81699007-81770198,NHHW161152,U1,0.0217326,4.40707,7.664,3.657,0.002,0.002,HGF
NM_000602,chr7:101127088-101139266,NHHW161152,U1,1224.87,332.2,-1.883,-226.106,0.000,0.000,SERPINE1
NM_000609,chr10:44370152-44385097,NHHW161152,U1,207.935,122.104,-0.768,-21.851,0.000,0.000,CXCL12
NM_000610,chr11:35138869-35232402,NHHW161152,U1,178.118,156.622,-0.186,-5.428,0.000,0.000,CD44
NM_000611,chr11:33703009-33736479,NHHW161152,U1,165.623,186.99,0.175,6.438,0.000,0.000,CD59
NM_000613,chr11:6431037-6441024,NHHW161152,U1,0.436211,1.00967,1.211,3.390,0.001,0.001,HPX
NM_000617,chr12:50979782-51028275,NHHW161152,U1,16.0903,8.21592,-0.970,-16.847,0.000,0.000,SLC11A2
NM_000621,chr13:46831541-46897076,NHHW161152,U1,0.0299901,0.302076,3.332,4.789,0.001,0.002,HTR2A
NM_000623,chr14:96204797-96244329,NHHW161152,U1,11.8353,14.6672,0.309,6.890,0.000,0.000,BDKRB2
NM_000624,chr14:94581368-94593120,NHHW161152,U1,0.0901119,0.560387,2.637,4.104,0.004,0.005,SERPINA5
NM_000627,chr2:32947301-33399508,NHHW161152,U1,1.47043,267.229,7.506,87.510,0.000,0.000,LTBP1
NM_000628,chr21:33266359-33297234,NHHW161152,U1,23.8534,26.2563,0.138,2.793,0.001,0.002,IL10RB
NM_000629,chr21:33324908-33359822,NHHW161152,U1,10.6738,12.7888,0.261,6.664,0.000,0.000,IFNAR1
NM_000633,chr18:63123345-63319380,NHHW161152,U1,0.750574,0.31518,-1.252,-3.607,0.000,0.000,BCL2
NM_000635,chr19:5978402-6110653,NHHW161152,U1,3.63476,2.10503,-0.788,-7.488,0.000,0.000,RFX2
NM_000636,chr6:159679063-159789703,NHHW161152,U1,832.662,160.795,-2.373,-81.757,0.000,0.000,SOD2
NM_000637,chr8:30678062-30727969,NHHW161152,U1,13.0832,11.9344,-0.133,-2.092,0.005,0.006,GSR
NM_000640,chrX:115003974-115017644,NHHW161152,U1,7.69138,25.0159,1.702,18.892,0.000,0.000,IL13RA2
NM_000641,chr19:55364381-55370463,NHHW161152,U1,23.0907,0.419774,-5.782,-22.471,0.000,0.000,IL11
NM_000660,chr19:41330530-41353933,NHHW161152,U1,89.6031,26.4358,-1.761,-52.948,0.000,0.000,TGFB1
NM_000661,chr4:39454124-39458948,NHHW161152,U1,964.84,1539.31,0.674,19.599,0.000,0.000,RPL9
NM_000663,chr16:8674586-8784575,NHHW161152,U1,2.35589,5.1911,1.140,12.560,0.000,0.000,ABAT
NM_000665,chr7:100889993-100896133,NHHW161152,U1,0.257195,0.0170185,-3.918,-1.417,0.024,0.030,ACHE
NM_000666,chr3:51975025-51989202,NHHW161152,U1,40.4648,31.9849,-0.339,-5.805,0.000,0.000,ACY1
NM_000668,chr4:99306386-99321442,NHHW161152,U1,2.56302,382.081,7.220,73.560,0.000,0.000,ADH1B
NM_000671,chr4:99070978-99088788,NHHW161152,U1,75.9739,93.0772,0.293,12.628,0.000,0.000,ADH5
NM_000675,chr22:24270816-24495074,NHHW161152,U1,10.2927,7.52462,-0.452,-8.465,0.000,0.000,ADORA2A
NM_000676,chr17:15944916-15975896,NHHW161152,U1,6.67223,2.21026,-1.594,-11.439,0.000,0.000,ADORA2B
NM_000678,chr20:4220630-4249012,NHHW161152,U1,0.634762,0.147756,-2.103,-4.820,0.000,0.000,ADRA1D
NM_000679,chr5:159916732-159973010,NHHW161152,U1,0.0938863,2.86216,4.930,8.028,0.001,0.001,ADRA1B
NM_000685,chr3:148697870-148743003,NHHW161152,U1,2.09231,2.91315,0.477,3.234,0.000,0.000,AGTR1
NM_000687,chr20:34280264-34311802,NHHW161152,U1,50.4878,70.5556,0.483,10.920,0.000,0.000,AHCY
NM_000688,chr3:52198082-52214327,NHHW161152,U1,29.313,18.2377,-0.685,-12.141,0.000,0.000,ALAS1
NM_000690,chr12:111766886-111809985,NHHW161152,U1,15.7722,17.2421,0.129,1.882,0.012,0.015,ALDH2
NM_000691,chr17:19737984-19748433,NHHW161152,U1,11.4859,0.642764,-4.159,-16.808,0.000,0.000,ALDH3A1
NM_000692,chr9:38392663-38398665,NHHW161152,U1,12.3804,15.36,0.311,5.954,0.000,0.000,ALDH1B1
NM_000693,chr15:100879691-101070112,NHHW161152,U1,9.45711,3.69847,-1.354,-16.138,0.000,0.000,ALDH1A3
NM_000694,chr11:68008546-68029282,NHHW161152,U1,55.2556,26.5191,-1.059,-25.076,0.000,0.000,ALDH3B1
NM_000696,chr1:165662211-165698663,NHHW161152,U1,29.4819,91.0349,1.627,50.120,0.000,0.000,ALDH9A1
NM_000700,chr9:73151730-73170394,NHHW161152,U1,516.624,543.542,0.073,5.840,0.000,0.000,ANXA1
NM_000701,chr1:116373172-116418622,NHHW161152,U1,125.753,83.8996,-0.584,-20.004,0.000,0.000,ATP1A1
NM_000702,chr1:160115729-160143584,NHHW161152,U1,0.017942,0.270147,3.912,4.402,0.024,0.029,ATP1A2
NM_000709,chr19:41397788-41425005,NHHW161152,U1,16.5426,8.96806,-0.883,-10.482,0.000,0.000,BCKDHA
NM_000710,chr14:96256209-96264763,NHHW161152,U1,6.45118,1.6197,-1.994,-9.941,0.000,0.000,BDKRB1
NM_000713,chr19:40447783-40465818,NHHW161152,U1,63.4939,53.1671,-0.256,-4.616,0.000,0.000,BLVRB
NM_000719,chr12:2053249-2697949,NHHW161152,U1,3.5822,1.91671,-0.902,-15.329,0.000,0.000,CACNA1C
NM_000722,chr7:81946443-82443806,NHHW161152,U1,1.99249,4.31819,1.116,13.694,0.000,0.000,CACNA2D1
NM_000723,chr17:39173455-39197703,NHHW161152,U1,3.1492,3.63134,0.206,1.745,0.040,0.048,CACNB1
NM_000724,chr10:18140676-18541759,NHHW161152,U1,0.038974,0.793265,4.347,4.342,0.000,0.000,CACNB2
NM_000725,chr12:48814431-48828943,NHHW161152,U1,13.9498,7.12295,-0.970,-13.528,0.000,0.000,CACNB3
NM_000739,chr7:136868651-137164341,NHHW161152,U1,1.06266,0,0.000,0.000,0.000,0.000,CHRM2
NM_000745,chr15:78565519-78621295,NHHW161152,U1,0.416442,0.12484,-1.738,-4.005,0.000,0.000,CHRNA5
NM_000747,chr17:7445086-7457613,NHHW161152,U1,0.845164,1.4775,0.806,3.796,0.000,0.000,CHRNB1
NM_000754,chr22:19875517-20016786,NHHW161152,U1,100.871,49.7171,-1.021,-22.959,0.000,0.000,COMT
NM_000757,chr1:109910610-109930994,NHHW161152,U1,124.809,43.1414,-1.533,-42.285,0.000,0.000,CSF1
NM_000759,chr17:40015360-40017813,NHHW161152,U1,7.74513,0,0.000,0.000,0.000,0.000,CSF3
NM_000773,chr10:133527362-133539116,NHHW161152,U1,1.71203,0.402688,-2.088,-6.149,0.000,0.000,CYP2E1
NM_000775,chr1:59893307-59926798,NHHW161152,U1,0.32219,0.0688845,-2.226,-2.299,0.019,0.024,CYP2J2
NM_000777,chr7:99648188-99680026,NHHW161152,U1,0.316098,2.86537,3.180,7.911,0.000,0.000,CYP3A5
NM_000779,chr1:46798997-46819349,NHHW161152,U1,0,0.519727,0.000,0.000,0.000,0.000,CYP4B1
NM_000784,chr2:218781748-218815293,NHHW161152,U1,18.7218,7.94415,-1.237,-18.150,0.000,0.000,CYP27A1
NM_000785,chr12:57762333-57767193,NHHW161152,U1,0.462046,0.17418,-1.407,-3.218,0.003,0.003,CYP27B1
NM_000786,chr7:92112148-92180725,NHHW161152,U1,22.1958,28.7455,0.373,7.675,0.000,0.000,CYP51A1
NM_000788,chr4:70993547-71030912,NHHW161152,U1,2.63203,5.28567,1.006,8.807,0.000,0.000,DCK
NM_000789,chr17:63477060-63498380,NHHW161152,U1,4.03847,9.19574,1.187,15.738,0.000,0.000,ACE
NM_000791,chr5:80626225-80876815,NHHW161152,U1,13.9697,6.59586,-1.083,-16.438,0.000,0.000,DHFR
NM_000793,chr14:80197524-80455467,NHHW161152,U1,0.0475501,0.285768,2.587,4.320,0.000,0.000,DIO2
NM_000800,chr5:142592177-142698070,NHHW161152,U1,1.39154,2.15558,0.631,4.437,0.000,0.000,FGF1
NM_000801,chr20:1309910-1393172,NHHW161152,U1,394.134,472.507,0.262,7.429,0.000,0.000,FKBP1A
NM_000804,chr11:72135709-72139892,NHHW161152,U1,14.9925,1.85994,-3.011,-12.740,0.000,0.000,FOLR3
NM_000814,chr15:26543545-26773788,NHHW161152,U1,0.381906,0.18659,-1.033,-3.176,0.001,0.001,GABRB3
NM_000817,chr2:170816689-170861149,NHHW161152,U1,2.60719,0.35172,-2.890,-10.661,0.000,0.000,GAD1
NM_000819,chr21:33503930-33542892,NHHW161152,U1,10.7661,16.2526,0.594,9.799,0.000,0.000,GART
NM_000820,chr13:113815609-113864103,NHHW161152,U1,1083.36,138.52,-2.967,-82.651,0.000,0.000,GAS6
NM_000821,chr2:85538977-85561534,NHHW161152,U1,25.7492,41.0901,0.674,7.844,0.000,0.000,GGCX
NM_000824,chr4:157076124-157172090,NHHW161152,U1,3.05455,2.46897,-0.307,-2.515,0.003,0.004,GLRB
NM_000825,chr8:25419257-25425040,NHHW161152,U1,0.619096,3.2575,2.396,9.691,0.000,0.000,GNRH1
NM_000827,chr5:153490523-153813869,NHHW161152,U1,3.03774,3.38153,0.155,1.864,0.021,0.026,GRIA1
NM_000828,chrX:123184242-123490915,NHHW161152,U1,28.8716,2.28823,-3.657,-23.770,0.000,0.000,GRIA3
NM_000833,chr16:9753404-10182754,NHHW161152,U1,0.262107,0.0129028,-4.344,-6.408,0.001,0.001,GRIN2A
NM_000836,chr19:48394874-48444931,NHHW161152,U1,0.85549,0.494215,-0.792,-4.260,0.000,0.000,GRIN2D
NM_000837,chr8:143990057-143993415,NHHW161152,U1,220.3,72.1905,-1.610,-40.777,0.000,0.000,GRINA
NM_000848,chr1:109668021-109683997,NHHW161152,U1,33.8596,62.9394,0.894,14.779,0.000,0.000,GSTM2
NM_000849,chr1:109733931-109741038,NHHW161152,U1,6.33207,8.28235,0.387,5.561,0.000,0.000,GSTM3
NM_000850,chr1:109656075-109665501,NHHW161152,U1,10.8187,18.8086,0.798,9.282,0.000,0.000,GSTM4
NM_000851,chr1:109712241-109718268,NHHW161152,U1,19.4993,9.64176,-1.016,-12.833,0.000,0.000,GSTM5
NM_000852,chr11:67583594-67586653,NHHW161152,U1,718.354,469.629,-0.613,-37.107,0.000,0.000,GSTP1
NM_000854,chr22:23786930-24005453,NHHW161152,U1,0.12368,0.390441,1.658,1.608,0.014,0.017,GSTT2
NM_000857,chr4:155758972-155807642,NHHW161152,U1,0.280132,1.6892,2.592,8.557,0.000,0.000,GUCY1B3
NM_000858,chr1:228140083-228148954,NHHW161152,U1,311.346,238.192,-0.386,-10.885,0.000,0.000,GUK1
NM_000859,chr5:75337167-75362101,NHHW161152,U1,6.22432,15.9464,1.357,22.093,0.000,0.000,HMGCR
NM_000861,chr3:11137092-11263253,NHHW161152,U1,0.906178,3.12577,1.786,12.794,0.000,0.000,HRH1
NM_000863,chr6:77460847-77464022,NHHW161152,U1,0.138874,0.681546,2.295,5.699,0.000,0.000,HTR1B
NM_000873,chr17:63996070-64020634,NHHW161152,U1,0.251339,1.80155,2.842,4.695,0.000,0.001,ICAM2
NM_000874,chr21:33229894-33264513,NHHW161152,U1,6.58473,9.09256,0.466,4.551,0.000,0.000,IFNAR2
NM_000875,chr15:98645865-98964530,NHHW161152,U1,7.49428,4.42561,-0.760,-16.296,0.000,0.000,IGF1R
NM_000876,chr6:159969098-160111502,NHHW161152,U1,21.1765,25.0813,0.244,6.452,0.000,0.000,IGF2R
NM_000877,chr2:102070375-102179874,NHHW161152,U1,63.1144,52.754,-0.259,-9.630,0.000,0.000,IL1R1
NM_000880,chr8:78732771-78805523,NHHW161152,U1,0.575044,0.258042,-1.156,-2.519,0.007,0.009,IL7
NM_000882,chr3:159913400-160207092,NHHW161152,U1,2.33101,0.520412,-2.163,-6.439,0.000,0.000,IL12A
NM_000883,chr7:128392276-128409987,NHHW161152,U1,48.7229,30.0611,-0.697,-16.261,0.000,0.000,IMPDH1
NM_000884,chr3:49024328-49029442,NHHW161152,U1,65.1585,158.883,1.286,45.471,0.000,0.000,IMPDH2
NM_000885,chr2:181456891-181657107,NHHW161152,U1,5.2118,10.3449,0.989,17.199,0.000,0.000,ITGA4
NM_000889,chr12:53191317-53207307,NHHW161152,U1,0.0845534,0.291271,1.784,2.494,0.011,0.014,ITGB7
NM_000891,chr17:70169534-70180042,NHHW161152,U1,2.52856,0.582416,-2.118,-14.441,0.000,0.000,KCNJ2
NM_000895,chr12:96000752-96043520,NHHW161152,U1,19.0462,41.2561,1.115,20.700,0.000,0.000,LTA4H
NM_000898,chrX:43766609-43882475,NHHW161152,U1,0.507313,0.318363,-0.672,-1.971,0.026,0.032,MAOB
NM_000899,chr12:88492792-88580473,NHHW161152,U1,11.29,13.8566,0.296,5.785,0.000,0.000,KITLG
NM_000900,chr12:14881180-14885919,NHHW161152,U1,0.330574,8.62913,4.706,11.527,0.000,0.000,MGP
NM_000902,chr3:155079646-155183729,NHHW161152,U1,87.4485,123.532,0.498,20.973,0.000,0.000,MME
NM_000903,chr16:69709400-69726668,NHHW161152,U1,119.127,52.7824,-1.174,-29.738,0.000,0.000,NQO1
NM_000906,chr1:153678687-153693992,NHHW161152,U1,0.023775,0.419525,4.141,4.793,0.022,0.027,NPR1
NM_000908,chr5:32710636-32791724,NHHW161152,U1,0.335902,1.74723,2.379,13.533,0.000,0.000,NPR3
NM_000913,chr20:64080081-64100643,NHHW161152,U1,1.26783,2.76304,1.124,7.727,0.000,0.000,OPRL1
NM_000916,chr3:8750408-8769614,NHHW161152,U1,0.121371,1.70086,3.809,11.342,0.000,0.000,OXTR
NM_000917,chr10:73007221-73096974,NHHW161152,U1,126.268,64.6761,-0.965,-30.295,0.000,0.000,P4HA1
NM_000918,chr17:81843157-81860668,NHHW161152,U1,996.621,550.308,-0.857,-106.810,0.000,0.000,P4HB
NM_000919,chr5:102754782-103031104,NHHW161152,U1,114.601,91.1589,-0.330,-17.313,0.000,0.000,PAM
NM_000920,chr11:66848525-66958376,NHHW161152,U1,1.28795,14.5918,3.502,30.652,0.000,0.000,PC
NM_000923,chr19:18207960-18248200,NHHW161152,U1,1.95035,0.0983008,-4.310,-11.575,0.000,0.000,PDE4C
NM_000930,chr8:42174717-42207724,NHHW161152,U1,11.2009,51.299,2.195,40.204,0.000,0.000,PLAT
NM_000932,chr11:64251522-64269452,NHHW161152,U1,13.2525,12.5376,-0.080,-1.623,0.026,0.032,PLCB3
NM_000933,chr20:9069053-9480815,NHHW161152,U1,7.92288,2.43383,-1.703,-22.141,0.000,0.000,PLCB4
NM_000935,chr3:146069440-146161495,NHHW161152,U1,151.81,25.1565,-2.593,-62.769,0.000,0.000,PLOD2
NM_000937,chr17:7484378-7514618,NHHW161152,U1,34.9261,29.6905,-0.234,-10.311,0.000,0.000,POLR2A
NM_000938,chr4:56978639-57205299,NHHW161152,U1,9.87366,22.1458,1.165,21.014,0.000,0.000,POLR2B
NM_000939,chr2:25160852-25168851,NHHW161152,U1,1.20354,0.197946,-2.604,-4.277,0.000,0.000,POMC
NM_000941,chr7:75915101-75994674,NHHW161152,U1,34.3274,32.6781,-0.071,-1.418,0.027,0.033,POR
NM_000942,chr15:64151716-64163155,NHHW161152,U1,928.111,1058.46,0.190,5.385,0.000,0.000,PPIB
NM_000943,chr5:123023382-123036730,NHHW161152,U1,47.1104,110.308,1.227,30.398,0.000,0.000,PPIC
NM_000945,chr2:68178856-68252519,NHHW161152,U1,14.3228,11.568,-0.308,-5.657,0.000,0.000,PPP3R1
NM_000946,chr12:56731579-56752362,NHHW161152,U1,2.76297,1.59034,-0.797,-3.815,0.000,0.000,PRIM1
NM_000947,chr6:57314804-57646850,NHHW161152,U1,11.6377,32.6768,1.489,22.413,0.000,0.000,PRIM2
NM_000949,chr5:35048755-35230589,NHHW161152,U1,0.750926,0.170503,-2.139,-4.130,0.000,0.000,PRLR
NM_000950,chrX:37349274-37457295,NHHW161152,U1,2.62184,3.54192,0.434,4.450,0.000,0.000,PRRG1
NM_000951,chr19:49581329-49591008,NHHW161152,U1,0.664097,0.171632,-1.952,-3.126,0.008,0.011,PRRG2
NM_000954,chr9:136977503-136981742,NHHW161152,U1,304.741,102.681,-1.569,-44.391,0.000,0.000,PTGDS
NM_000956,chr14:52314297-52328604,NHHW161152,U1,1.13874,28.055,4.623,31.488,0.000,0.000,PTGER2
NM_000958,chr5:40679929-40693736,NHHW161152,U1,0.246513,5.39681,4.452,16.592,0.000,0.000,PTGER4
NM_000959,chr1:78491042-78540701,NHHW161152,U1,8.02124,25.0637,1.644,32.038,0.000,0.000,PTGFR
NM_000960,chr19:46620467-46625097,NHHW161152,U1,30.3989,8.75028,-1.797,-27.584,0.000,0.000,PTGIR
NM_000961,chr20:49503873-49568170,NHHW161152,U1,1.37859,22.2497,4.013,45.981,0.000,0.000,PTGIS
NM_000962,chr9:122370529-122395703,NHHW161152,U1,66.6893,78.1756,0.229,7.057,0.000,0.000,PTGS1
NM_000963,chr1:186671811-186680427,NHHW161152,U1,7.39075,0.026693,-8.113,-10.027,0.010,0.012,PTGS2
NM_000964,chr17:40309170-40357643,NHHW161152,U1,12.0693,8.74391,-0.465,-7.266,0.000,0.000,RARA
NM_000966,chr12:53210565-53232256,NHHW161152,U1,19.4602,31.3603,0.688,14.676,0.000,0.000,RARG
NM_000967,chr22:39312881-39319665,NHHW161152,U1,1251.11,2414.94,0.949,29.788,0.000,0.000,RPL3
NM_000968,chr15:66499314-66504855,NHHW161152,U1,812.82,2663.35,1.712,50.032,0.000,0.000,RPL4
NM_000969,chr1:92832036-92961522,NHHW161152,U1,569.886,922.425,0.695,19.304,0.000,0.000,RPL5
NM_000970,chr12:112405180-112509913,NHHW161152,U1,844.323,1337.14,0.663,19.708,0.000,0.000,RPL6
NM_000971,chr8:73290638-73293634,NHHW161152,U1,1446.9,3657.87,1.338,141.284,0.000,0.000,RPL7
NM_000972,chr9:133348213-133351425,NHHW161152,U1,1249.07,2372.35,0.925,26.685,0.000,0.000,RPL7A
NM_000973,chr8:144789764-144792446,NHHW161152,U1,2286.73,2130.94,-0.102,-3.110,0.000,0.000,RPL8
NM_000975,chr1:23691778-23696426,NHHW161152,U1,1637.77,4091.68,1.321,41.938,0.000,0.000,RPL11
NM_000976,chr9:127447673-127451432,NHHW161152,U1,1226.68,1912.82,0.641,17.918,0.000,0.000,RPL12
NM_000977,chr16:89560656-89566829,NHHW161152,U1,253.993,170.002,-0.579,-17.589,0.000,0.000,RPL13
NM_000978,chr17:38850067-38853800,NHHW161152,U1,1734.91,2857.28,0.720,20.295,0.000,0.000,RPL23
NM_000979,chr19:48615326-48630406,NHHW161152,U1,962.184,652.349,-0.561,-15.488,0.000,0.000,RPL18
NM_000980,chr19:17859877-17863324,NHHW161152,U1,2972.93,1182.68,-1.330,-37.555,0.000,0.000,RPL18A
NM_000981,chr17:39200282-39204727,NHHW161152,U1,1232.79,1995.6,0.695,56.676,0.000,0.000,RPL19
NM_000982,chr10:120354660-120355223,NHHW161152,U1,0.640236,10.5285,4.040,6.515,0.001,0.001,RPL21
NM_000983,chr1:6185019-6199619,NHHW161152,U1,204.716,296.246,0.533,34.246,0.000,0.000,RPL22
NM_000984,chr17:28719981-28726931,NHHW161152,U1,540.466,1575.07,1.543,43.034,0.000,0.000,RPL23A
NM_000985,chr18:49481177-49492565,NHHW161152,U1,1146.66,1504.76,0.392,13.548,0.000,0.000,RPL17
NM_000986,chr3:101681089-101686719,NHHW161152,U1,1318.3,1203.59,-0.131,-7.718,0.000,0.000,RPL24
NM_000987,chr17:8377515-8383247,NHHW161152,U1,1298.13,3488.49,1.426,40.047,0.000,0.000,RPL26
NM_000988,chr17:42998428-43002954,NHHW161152,U1,2461.29,2655.69,0.110,7.998,0.000,0.000,RPL27
NM_000989,chr8:98041709-98045590,NHHW161152,U1,1315.66,3040.63,1.209,33.507,0.000,0.000,RPL30
NM_000990,chr11:8682447-8689872,NHHW161152,U1,132.488,349.239,1.398,40.070,0.000,0.000,RPL27A
NM_000991,chr19:55385931-55392083,NHHW161152,U1,665.359,840.401,0.337,10.028,0.000,0.000,RPL28
NM_000992,chr3:51993627-51995942,NHHW161152,U1,1419.54,2140.1,0.592,49.049,0.000,0.000,RPL29
NM_000993,chr2:101002228-101151384,NHHW161152,U1,2347.75,4131.06,0.815,23.211,0.000,0.000,RPL31
NM_000995,chr4:108620557-108630483,NHHW161152,U1,1123.29,1773.28,0.659,18.270,0.000,0.000,RPL34
NM_000996,chr3:197889074-197960019,NHHW161152,U1,1850.79,3695.39,0.998,28.278,0.000,0.000,RPL35A
NM_000997,chr5:40831327-40835285,NHHW161152,U1,317.413,919.503,1.534,43.050,0.000,0.000,RPL37
NM_000998,chr2:216498796-216501465,NHHW161152,U1,8086.78,9053.26,0.163,17.880,0.000,0.000,RPL37A
NM_001000,chrX:119786503-119791659,NHHW161152,U1,2742.29,7294.02,1.411,39.501,0.000,0.000,RPL39
NM_001001,chr14:49618688-49620685,NHHW161152,U1,395.374,310.52,-0.349,-11.163,0.000,0.000,RPL36AL
